EmployeeID,FirstName,LastName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating,Attrition
E004310,Shannon,Allen,2023-05-05,1969-07-29,55.0,East Carrie,2024-06-21,72406.0,M0040,Sales,Retired,Male,Executive,1,Yes
E004311,Victoria,Cohen,2023-01-26,2001-12-18,23.0,East Heather,2025-11-24,92556.0,M0043,Operations,Terminated,Female,Engineer,5,Yes
E004312,Holly,Montgomery,2023-05-29,1979-11-13,45.0,North Victorland,2024-09-11,133617.0,M0020,Operations,Better Opportunity,Female,Consultant,3,Yes
E004313,Christopher,Wood,2023-06-28,1981-05-15,43.0,Lake Robertbury,2024-11-03,112828.0,M0086,Marketing,Terminated,Male,Analyst,1,Yes
E004314,Robert,Butler,2024-11-05,1996-05-22,28.0,Kellyfort,2025-08-31,162948.0,M0063,Engineering,Retired,Female,Engineer,1,Yes
E004315,Luis,Rogers,2021-03-24,1965-08-16,59.0,South Grace,2024-11-28,112828.0,M0027,Hr,Relocation,Female,Consultant,3,Yes
E004316,Elizabeth,Carpenter,2024-09-01,1994-06-02,30.0,Port Anitaside,2025-01-10,188528.0,M0043,Marketing,Better Opportunity,Female,Analyst,3,Yes
E004317,Justin,Harris,2021-01-09,1998-01-19,26.0,Kleintown,2024-11-28,137346.0,M0118,Engineering,Relocation,Female,Analyst,4,Yes
E004318,Miranda,Anderson,2021-07-11,1972-09-01,52.0,Milesview,2021-07-30,77145.0,M0090,Operations,Retired,Female,Analyst,2,Yes
E004319,Ruth,Becker,2022-03-01,1985-09-02,39.0,Hillbury,2024-07-31,34461.0,M0076,Sales,Terminated,Male,Analyst,5,Yes
E004320,Scott,Carr,2021-03-07,1989-10-21,35.0,Port Carly,2023-04-10,73948.0,M0003,Hr,Terminated,Male,Manager,1,Yes
E004321,Robert,Smith,2024-06-25,1965-05-29,59.0,Port Cherylburgh,2024-09-01,152317.0,M0113,Operations,Terminated,Male,Manager,5,Yes
E004322,Brittney,Guzman,2023-02-15,1973-12-19,51.0,Solischester,2024-04-25,161936.0,M0065,Engineering,Resigned,Female,Engineer,4,Yes
E004323,Ryan,Arnold,2022-01-08,1986-02-14,38.0,Lake Lauren,2023-05-06,173916.0,M0048,Engineering,Retired,Male,Engineer,3,Yes
E004324,Anna,Johnson,2021-12-01,1970-05-06,54.0,Port Alejandro,2023-07-15,130106.0,M0012,Marketing,Retired,Male,Executive,3,Yes
E004325,Anthony,Anderson,2022-05-22,1990-03-23,34.0,Tammyview,2023-06-07,92090.0,M0032,Sales,Resigned,Male,Manager,4,Yes
E004326,Rachel,Watson,2024-12-16,1973-08-18,51.0,Fosterborough,2025-01-23,130634.0,M0025,Sales,Relocation,Female,Manager,4,Yes
E003062,Danielle,Gordon,2023-07-02,1979-12-21,45.0,Josephberg,2024-06-23,44887.0,M0075,Engineering,Resigned,Female,Engineer,5,Yes
E004328,Jeanette,Bryant,2021-04-07,1966-10-07,58.0,Bellside,2025-03-27,45312.0,M0098,Marketing,Retired,Female,Executive,4,Yes
E004329,Margaret,Blake,2022-04-21,1965-12-28,56.0,Lake Patrickton,2022-09-18,161054.0,M0088,Finance,Terminated,Female,Engineer,4,Yes
E004330,Elizabeth,Ochoa,2022-02-20,1993-12-05,31.0,Port Jane,2024-12-30,186617.0,M0042,Operations,Health Issues,Female,Engineer,1,Yes
E004331,Lindsay,Gonzalez,2021-09-13,1998-04-18,26.0,Wilcoxville,2024-01-31,161445.0,M0079,Finance,Retired,Male,Engineer,2,Yes
E004332,Joseph,Johnson,2022-03-11,1987-02-01,37.0,New Michele,2024-03-07,181233.0,M0012,Sales,Relocation,Male,Analyst,4,Yes
E004333,Adam,King,2021-12-04,1989-01-12,35.0,Heathland,2024-01-12,40943.0,M0072,Engineering,Terminated,Female,Consultant,5,Yes
E004334,Joan,Maxwell,2023-04-06,1991-04-05,33.0,Emmaland,2024-01-09,84854.0,M0002,Hr,Retired,Female,Executive,5,Yes
E004335,Thomas,Norman,2023-09-01,1981-08-28,43.0,East Kaitlynberg,2024-08-26,112828.0,M0026,It,Better Opportunity,Male,Engineer,3,Yes
E004336,Hannah,Cruz,2022-04-18,1990-06-16,34.0,North Toddburgh,2024-01-09,153877.0,M0036,Operations,Health Issues,Female,Manager,3,Yes
E004337,Yesenia,Peterson,2024-08-10,2000-07-11,24.0,Patriciachester,2025-06-06,131399.0,M0081,It,Terminated,Male,Manager,5,Yes
E004338,Melissa,Ellis,2024-12-26,1970-07-15,54.0,Port Bradley,2025-05-16,70702.0,M0088,Engineering,Better Opportunity,Female,Engineer,4,Yes
E004339,Daniel,Gomez,2021-12-01,1972-08-25,52.0,Elizabethview,2023-05-20,59287.0,M0091,Marketing,Retired,Female,Consultant,5,Yes
E004340,Derek,Griffin,2023-09-30,1981-01-19,43.0,Wanghaven,2025-09-17,36529.0,M0088,Hr,Health Issues,Male,Consultant,5,Yes
E004341,Katie,Green,2023-09-02,1965-07-02,58.0,Lynchside,2023-09-10,185308.0,M0006,Sales,Health Issues,Female,Manager,3,Yes
E004342,Benjamin,Roberts,2021-08-19,1977-01-25,47.0,South Sierraborough,2024-03-27,139000.0,M0005,It,Better Opportunity,Male,Analyst,1,Yes
E004343,Emily,Smith,2023-06-11,1977-06-29,47.0,Mullinsfurt,2024-11-15,104754.0,M0108,It,Relocation,Male,Engineer,1,Yes
E004344,David,Gordon,2021-07-14,1965-05-17,59.0,North Jamesport,2023-01-06,96115.0,M0058,Hr,Relocation,Female,Consultant,5,Yes
E004345,Brandon,Griffin,2024-02-01,1976-04-05,48.0,West Paulburgh,2024-07-13,189488.0,M0072,Sales,Resigned,Female,Executive,2,Yes
E004346,Mark,Bell,2022-11-25,1972-03-27,52.0,Dixonberg,2023-07-20,109724.0,M0064,Hr,Better Opportunity,Male,Manager,1,Yes
E004347,Jane,Everett,2023-02-11,1985-06-29,37.0,Jonesview,2023-04-23,179669.0,M0028,Hr,Better Opportunity,Female,Engineer,5,Yes
E004348,Tara,Miller,2023-12-28,2003-03-04,21.0,North Nicoleberg,2024-09-12,41000.0,M0072,Marketing,Better Opportunity,Female,Analyst,3,Yes
E004349,Christina,Floyd,2024-01-06,1974-06-27,50.0,Bethberg,2024-07-10,122340.0,M0099,Operations,Resigned,Female,Consultant,3,Yes
E004081,Jacqueline,Brady,2022-02-12,1971-09-24,53.0,South Davidshire,2025-10-31,99357.0,M0071,Finance,Health Issues,Female,Manager,3,Yes
E004351,Molly,Wright,2024-11-13,1978-11-19,46.0,Tylerstad,2025-04-28,41790.0,M0118,Marketing,Terminated,Female,Analyst,3,Yes
E004352,Mary,Reed,2021-03-26,1985-12-14,39.0,Port Lisa,2022-08-07,112828.0,M0013,Sales,Terminated,Female,Executive,4,Yes
E004353,Julia,Carney,2021-02-02,1977-11-14,47.0,East Jeffreyfurt,2022-01-09,108932.0,M0072,Hr,Health Issues,Male,Executive,5,Yes
E004354,Chad,Santos,2022-02-17,1978-09-19,46.0,Cathyhaven,2025-11-25,131000.0,M0066,Marketing,Retired,Female,Analyst,5,Yes
E004355,Jacob,Lewis,2023-03-18,1967-11-22,57.0,Wesleyfort,2024-01-29,56373.0,M0044,Engineering,Better Opportunity,Male,Analyst,1,Yes
E004356,Edward,Hart,2023-05-15,1971-03-01,53.0,West Michaelchester,2024-08-18,179911.0,M0062,Finance,Resigned,Male,Consultant,4,Yes
E004357,David,Perez,2024-05-21,1972-06-25,52.0,Wilkinsborough,2024-12-09,198289.0,M0059,Operations,Retired,Male,Analyst,3,Yes
E004358,Margaret,Liu,2023-02-08,1992-03-27,32.0,Darrellview,2023-09-08,53356.0,M0079,Hr,Resigned,Male,Executive,5,Yes
E004359,Dustin,Vasquez,2022-01-29,2000-10-17,24.0,Lake Shelly,2022-05-08,67000.0,M0060,Sales,Better Opportunity,Male,Consultant,3,Yes
E004360,William,Fischer,2023-06-23,1976-12-17,48.0,Johnsonton,2025-07-02,99988.0,M0073,Marketing,Relocation,Male,Manager,1,Yes
E004361,Kenneth,Howard,2023-05-03,1965-06-30,59.0,Marcuschester,2025-01-01,168440.0,M0053,Hr,Relocation,Male,Consultant,4,Yes
E004362,Juan,Carrillo,2022-01-05,1972-04-26,52.0,North Charleschester,2025-03-14,43000.0,M0057,Operations,Health Issues,Male,Executive,5,Yes
E004363,Douglas,Perez,2024-05-20,1988-08-17,36.0,Lake Michaelstad,2025-10-23,166104.0,M0077,Sales,Health Issues,Male,Manager,2,Yes
E004364,Sarah,Butler,2024-03-12,2001-01-20,23.0,Alyssashire,2025-08-20,75692.0,M0042,Marketing,Resigned,Female,Analyst,5,Yes
E004365,Billy,Watson,2023-03-31,1971-07-04,53.0,North Jasmineburgh,2024-12-29,186742.0,M0040,Operations,Retired,Male,Analyst,4,Yes
E004366,Michael,Thompson,2023-06-01,1994-08-26,30.0,Jonesshire,2025-04-01,137051.0,M0075,Hr,Retired,Male,Analyst,2,Yes
E004367,John,Weaver,2022-11-27,1991-10-12,33.0,South Julia,2023-08-10,175501.0,M0054,Hr,Health Issues,Male,Analyst,2,Yes
E004368,Jason,Cruz,2022-04-23,1971-01-24,53.0,Adrianhaven,2025-04-02,174787.0,M0049,Engineering,Better Opportunity,Male,Engineer,4,Yes
E004369,Stacy,West,2023-03-02,1991-07-03,33.0,New Michelleport,2025-01-03,98000.0,M0005,Marketing,Terminated,Female,Manager,5,Yes
E004370,Anna,Moses,2021-05-20,1971-01-21,53.0,Davidsonport,2022-08-14,89890.0,M0085,Operations,Resigned,Male,Analyst,1,Yes
E004371,Justin,Hebert,2024-11-04,1997-08-21,27.0,Porterstad,2025-05-21,104321.0,M0047,It,Resigned,Male,Engineer,4,Yes
E004372,Matthew,Baker,2024-03-17,1988-08-21,36.0,Kennethbury,2025-10-04,45765.0,M0007,Marketing,Relocation,Female,Analyst,3,Yes
E004373,Patricia,Mitchell,2021-01-09,1996-07-07,28.0,New Jeffrey,2021-05-09,173876.0,M0013,Sales,Health Issues,Female,Executive,1,Yes
E004374,Juan,Perez,2023-08-12,1999-02-27,25.0,West Anna,2024-04-03,112828.0,M0118,Marketing,Retired,Male,Analyst,1,Yes
E004375,Brianna,Miller,2022-08-31,1982-07-03,42.0,North Tracy,2024-06-06,130025.0,M0011,Engineering,Retired,Female,Engineer,5,Yes
E004376,Ethan,Bryant,2021-09-25,1980-06-28,44.0,Port Jeffrey,2024-12-13,93360.0,M0042,Finance,Retired,Male,Consultant,1,Yes
E000954,Sarah,Moreno,2024-04-20,1981-06-03,43.0,Payneburgh,2024-09-01,149113.0,M0089,Marketing,Terminated,Male,Manager,3,Yes
E004378,Nathan,Williams,2023-01-08,1999-10-11,25.0,Port Roberto,2024-05-15,82572.0,M0085,Finance,Resigned,Male,Engineer,1,Yes
E004379,Christopher,Contreras,2022-08-09,1991-08-10,33.0,Manuelfort,2024-07-28,194844.0,M0119,It,Better Opportunity,Female,Manager,4,Yes
E004380,Barbara,Morrow,2023-03-05,2002-07-24,22.0,Lake Jessicabury,2023-12-28,90000.0,M0037,It,Terminated,Female,Engineer,4,Yes
E004381,Thomas,Lee,2023-06-10,2000-09-25,24.0,West Laura,2025-03-14,59450.0,M0046,Hr,Health Issues,Male,Executive,3,Yes
E004382,Jordan,Burke,2022-03-10,1987-11-19,37.0,Carrmouth,2022-08-27,154365.0,M0102,Hr,Relocation,Male,Engineer,3,Yes
E004383,Thomas,Lawrence,2021-10-18,1969-07-28,55.0,East Roberttown,2024-01-15,130843.0,M0034,Finance,Resigned,Female,Engineer,2,Yes
E004384,Christy,Graham,2023-03-27,1977-10-14,47.0,New Kevinberg,2025-08-30,181242.0,M0018,Finance,Retired,Male,Executive,4,Yes
E004385,Carrie,Gardner,2021-05-12,1995-01-27,29.0,East Ryan,2024-07-03,53058.0,M0090,Hr,Better Opportunity,Female,Engineer,5,Yes
E004386,Mark,Kim,2024-02-09,1974-10-02,50.0,Rickychester,2025-08-18,45919.0,M0045,Sales,Relocation,Male,Analyst,3,Yes
E004387,Anita,Johnson,2021-07-02,1994-12-20,30.0,West Reginaburgh,2022-07-23,64133.0,M0108,It,Better Opportunity,Male,Manager,5,Yes
E004388,Kevin,Caldwell,2021-12-21,1969-12-28,55.0,Tateview,2024-10-25,159959.0,M0029,Hr,Better Opportunity,Male,Consultant,5,Yes
E004389,Karen,Anderson,2021-05-04,1971-08-19,53.0,Reneeburgh,2023-09-10,52463.0,M0023,Hr,Terminated,Female,Manager,2,Yes
E004390,Timothy,Kelly,2021-02-16,2001-08-26,23.0,Lake Andreaton,2022-06-24,69913.0,M0099,Marketing,Retired,Female,Manager,2,Yes
E004391,Calvin,Lester,2021-09-04,1982-07-29,42.0,South Bernard,2025-01-25,91340.0,M0046,Marketing,Terminated,Male,Engineer,1,Yes
E004392,Edward,Myers,2023-11-04,1991-09-04,33.0,Lyonshaven,2024-12-16,172565.0,M0080,Engineering,Terminated,Male,Analyst,4,Yes
E004393,Dylan,Pierce,2021-03-31,1991-10-04,33.0,Lake Gina,2024-05-30,126684.0,M0106,It,Better Opportunity,Female,Consultant,2,Yes
E004394,Joanna,Bullock,2021-10-09,1996-07-17,28.0,North Natalieview,2023-01-27,74899.0,M0033,Hr,Health Issues,Male,Engineer,3,Yes
E004395,Victor,Smith,2023-11-25,1970-09-12,54.0,Port John,2025-05-15,148697.0,M0110,Marketing,Better Opportunity,Female,Analyst,4,Yes
E004396,Cheryl,Eaton,2022-10-04,1973-11-26,51.0,Garyhaven,2024-04-17,40132.0,M0073,It,Retired,Male,Manager,3,Yes
E004397,Cheryl,Williams,2021-03-13,1979-03-15,45.0,Chelseafort,2021-12-31,154347.0,M0102,Finance,Health Issues,Male,Consultant,3,Yes
E004398,Tracy,Greer,2024-01-05,2001-09-11,23.0,Michaelmouth,2025-07-14,47412.0,M0012,It,Terminated,Female,Executive,3,Yes
E004399,Michelle,Morgan,2024-09-30,1980-08-02,44.0,Lisaside,2025-09-06,156549.0,M0034,Sales,Resigned,Female,Executive,2,Yes
E004400,Brittany,Phillips,2024-02-29,1991-01-27,33.0,Port Amy,2024-10-31,66560.0,M0082,It,Better Opportunity,Female,Manager,1,Yes
E004401,Christopher,Poole,2022-06-09,1973-06-28,51.0,Rachelfort,2025-05-26,164072.0,M0046,Sales,Relocation,Female,Engineer,1,Yes
E004402,Richard,Keller,2023-05-28,1995-09-18,29.0,Donaldmouth,2024-11-03,145420.0,M0017,Engineering,Terminated,Male,Executive,3,Yes
E004403,Jennifer,Cooley,2023-04-24,1982-06-10,42.0,South Kevin,2025-07-22,54000.0,M0096,It,Health Issues,Female,Consultant,5,Yes
E004404,Devin,Johnson,2023-06-01,1968-08-27,56.0,Sandraborough,2025-04-03,64773.0,M0063,Hr,Better Opportunity,Male,Analyst,3,Yes
E004405,Michael,Robinson,2023-05-23,1965-08-30,59.0,Catherineberg,2024-11-10,100042.0,M0063,Engineering,Relocation,Male,Analyst,1,Yes
E004406,Christina,Nguyen,2024-01-31,1993-03-31,31.0,Nealville,2024-11-21,133000.0,M0014,Finance,Terminated,Male,Analyst,2,Yes
E004407,John,Lopez,2022-08-05,1984-12-01,40.0,Simpsonmouth,2024-12-07,74076.0,M0078,Hr,Health Issues,Female,Consultant,5,Yes
E004408,Richard,Sherman,2024-10-29,1999-12-09,25.0,Poolehaven,2025-09-23,79204.0,M0103,Sales,Retired,Male,Manager,1,Yes
E004409,Alyssa,Myers,2021-04-09,1988-08-27,36.0,Bruceville,2023-12-15,157104.0,M0014,Operations,Resigned,Male,Manager,1,Yes
E004410,Margaret,Cooper,2022-01-27,2003-12-25,21.0,Port Matthewborough,2022-03-14,150494.0,M0094,Engineering,Better Opportunity,Female,Consultant,1,Yes
E004411,Kathleen,Holmes,2021-12-06,1976-08-14,48.0,West Michael,2025-10-26,192679.0,M0084,Hr,Relocation,Female,Engineer,1,Yes
E004412,Samuel,Wilkinson,2024-02-04,1974-03-18,50.0,New Aaron,2024-07-06,55507.0,M0035,It,Better Opportunity,Female,Engineer,5,Yes
E004413,Vanessa,Gentry,2021-08-15,1975-04-08,49.0,Garciaberg,2025-07-14,40000.0,M0058,Operations,Retired,Female,Consultant,1,Yes
E004414,James,Kerr,2023-09-18,2001-06-09,23.0,New Lucas,2024-02-11,39315.0,M0115,Hr,Terminated,Male,Executive,3,Yes
E004415,Natalie,Gilbert,2022-05-21,1974-06-28,50.0,Wilkinsbury,2025-06-23,181017.0,M0024,Hr,Better Opportunity,Female,Engineer,3,Yes
E004416,Ashlee,Edwards,2023-08-08,1987-01-31,37.0,Anthonyhaven,2023-10-20,174685.0,M0091,Engineering,Relocation,Female,Executive,4,Yes
E004417,Joel,Lee,2021-11-25,2003-02-21,21.0,Murphyton,2022-07-01,159245.0,M0023,Engineering,Resigned,Female,Executive,5,Yes
E004418,Ashley,Kim,2021-09-26,1982-05-27,42.0,Smithfort,2025-01-08,54338.0,M0084,Marketing,Health Issues,Female,Executive,5,Yes
E004419,Jack,Flores,2021-07-07,1976-07-09,48.0,Cliffordfurt,2022-11-01,55263.0,M0019,Marketing,Relocation,Male,Executive,4,Yes
E004420,David,Chan,2023-09-29,1992-09-08,32.0,Port Edward,2024-06-18,169247.0,M0052,Hr,Retired,Male,Consultant,1,Yes
E004421,Ricky,Villa,2022-12-01,2003-08-17,21.0,New Rachel,2023-02-27,49093.0,M0070,Engineering,Retired,Male,Manager,1,Yes
E004422,Andrea,Kim,2024-07-08,1994-06-18,30.0,Port Lisa,2025-02-22,98159.0,M0040,Operations,Health Issues,Female,Analyst,1,Yes
E004423,Emily,Garcia,2022-11-13,1979-08-10,45.0,South Dylanmouth,2023-07-21,74097.0,M0026,It,Resigned,Male,Manager,4,Yes
E004424,William,Caldwell,2024-06-27,1981-06-12,43.0,Ianton,2025-11-17,66852.0,M0111,Sales,Resigned,Female,Analyst,2,Yes
E004425,Kevin,Sanchez,2021-08-09,1972-02-22,52.0,Port Katelynton,2023-09-24,96984.0,M0066,Operations,Resigned,Female,Engineer,1,Yes
E004426,Charles,Gomez,2022-12-14,1998-12-03,26.0,West Daniel,2024-07-13,197000.0,M0002,Hr,Retired,Female,Executive,5,Yes
E004427,Karen,Owens,2021-05-20,1996-06-13,28.0,Port Jacobview,2025-08-29,119918.0,M0002,Engineering,Resigned,Female,Manager,3,Yes
E004428,Dalton,Anderson,2023-04-15,1978-05-23,46.0,Cynthiaborough,2025-02-22,127212.0,M0094,Engineering,Retired,Male,Manager,1,Yes
E004429,Peggy,Powell,2023-04-15,1999-02-25,25.0,Paynefort,2024-07-04,32385.0,M0101,Marketing,Health Issues,Female,Executive,3,Yes
E004430,Luis,Bryant,2022-12-25,1968-11-03,56.0,Arellanotown,2023-06-09,112828.0,M0005,Sales,Relocation,Male,Executive,1,Yes
E004431,Erin,Parker,2021-04-23,1991-05-11,33.0,Christopherchester,2023-11-05,112828.0,M0025,Sales,Resigned,Male,Engineer,3,Yes
E004432,Zachary,Nunez,2024-07-24,1989-04-02,35.0,West Robert,2024-12-18,109175.0,M0024,Engineering,Terminated,Male,Manager,1,Yes
E004433,Kathleen,Gordon,2021-01-16,1997-04-19,27.0,North Jenniferville,2021-05-30,141000.0,M0083,Operations,Resigned,Female,Engineer,3,Yes
E004434,David,Hernandez,2023-09-07,1974-12-17,50.0,East Jenniferport,2024-03-08,199479.0,M0065,It,Better Opportunity,Male,Executive,2,Yes
E004435,Jennifer,Nelson,2021-12-22,1981-11-06,43.0,Karenshire,2023-11-29,112828.0,M0018,Marketing,Retired,Male,Engineer,2,Yes
E004436,Pamela,Hamilton,2022-12-24,1997-12-14,27.0,Marybury,2023-08-19,144000.0,M0051,Marketing,Better Opportunity,Female,Engineer,3,Yes
E004437,Kenneth,Jackson,2021-11-09,1974-06-08,50.0,Connorstad,2025-01-28,87782.0,M0070,It,Health Issues,Male,Analyst,1,Yes
E004438,James,Wright,2021-06-07,1984-01-03,41.0,Maryfort,2022-05-06,129473.0,M0064,Hr,Terminated,Male,Executive,1,Yes
E004439,Tracy,Edwards,2022-05-04,1997-12-18,25.0,Allenborough,2023-04-14,146556.0,M0073,Operations,Retired,Female,Engineer,1,Yes
E004440,Eric,Haynes,2021-04-12,1970-01-16,54.0,Ramosfurt,2022-06-04,129124.0,M0078,It,Better Opportunity,Female,Manager,4,Yes
E004441,Amber,Ashley,2024-05-10,1981-09-29,43.0,East Julie,2024-07-07,136663.0,M0035,Finance,Terminated,Female,Manager,2,Yes
E004442,Kimberly,White,2023-08-17,1989-04-29,35.0,Karenshire,2023-12-04,106919.0,M0041,Sales,Terminated,Female,Executive,4,Yes
E004443,Destiny,Allen,2023-03-29,1994-08-23,30.0,Benderfurt,2024-05-11,195455.0,M0065,It,Terminated,Male,Consultant,2,Yes
E004444,Stacy,Holloway,2024-08-23,1967-11-09,57.0,Kimmouth,2025-07-09,116539.0,M0087,Finance,Health Issues,Female,Analyst,2,Yes
E004445,Terri,Mayo,2022-07-15,1990-05-07,34.0,Port Elizabeth,2025-05-03,57536.0,M0002,Hr,Better Opportunity,Female,Executive,5,Yes
E004446,Anthony,Holmes,2022-03-16,1980-10-02,44.0,Jessicastad,2024-08-26,37577.0,M0052,Engineering,Health Issues,Female,Analyst,2,Yes
E004447,Brenda,Taylor,2023-06-25,1994-10-27,30.0,North Johnmouth,2023-09-28,181959.0,M0094,Operations,Retired,Female,Consultant,3,Yes
E004448,Michael,Tapia,2024-03-21,1994-11-17,30.0,Shaneport,2025-08-29,96757.0,M0023,Operations,Resigned,Female,Manager,2,Yes
E004449,Regina,Gates,2021-06-15,1972-10-04,52.0,West Paula,2021-11-30,118687.0,M0064,Engineering,Better Opportunity,Female,Manager,4,Yes
E004450,Samuel,Alexander,2021-07-09,1967-04-22,57.0,Jenniferhaven,2023-11-06,165528.0,M0114,Engineering,Resigned,Male,Consultant,1,Yes
E004451,Kevin,Gomez,2021-04-08,1976-12-28,48.0,Hurstfurt,2022-03-03,129326.0,M0048,Hr,Health Issues,Female,Engineer,2,Yes
E004452,Jennifer,White,2022-12-17,1974-08-08,50.0,Annaberg,2023-02-17,112828.0,M0105,Engineering,Retired,Male,Manager,1,Yes
E004453,Kevin,Taylor,2022-11-28,1970-08-19,54.0,Wrightport,2024-04-22,43929.0,M0004,Engineering,Health Issues,Male,Engineer,3,Yes
E004454,Matthew,Anderson,2021-01-09,2003-08-30,21.0,Sanchezfurt,2024-05-05,89337.0,M0042,Operations,Health Issues,Male,Manager,2,Yes
E004455,Kelsey,Nelson,2024-01-24,1983-05-02,41.0,North Wendyburgh,2024-08-10,76361.0,M0090,Engineering,Retired,Female,Engineer,5,Yes
E004456,Tyler,Howard,2023-10-21,2002-02-07,22.0,Teresachester,2024-05-18,106777.0,M0048,Operations,Better Opportunity,Female,Analyst,1,Yes
E004457,Jeffrey,Davis,2024-06-19,1990-11-21,33.0,Jacksonmouth,2024-11-05,158180.0,M0017,Operations,Retired,Male,Analyst,1,Yes
E004458,Deborah,Graham,2021-05-28,1966-08-31,58.0,New Robertmouth,2025-10-22,129689.0,M0085,Finance,Health Issues,Female,Manager,3,Yes
E004459,Angela,Ferguson,2023-05-27,1969-06-06,55.0,Port Pennyside,2025-01-31,98632.0,M0119,It,Resigned,Female,Consultant,1,Yes
E004460,Troy,Meza,2022-03-03,1976-05-30,48.0,Josephbury,2024-09-30,44120.0,M0046,Finance,Relocation,Male,Consultant,1,Yes
E004461,Louis,Jackson,2024-07-01,1990-09-08,34.0,South Courtneybury,2025-10-02,107650.0,M0010,Engineering,Terminated,Male,Manager,3,Yes
E004462,Rebecca,Ford,2021-06-14,1999-06-07,25.0,Tonyville,2023-08-26,30725.0,M0095,Sales,Relocation,Female,Engineer,5,Yes
E004463,Sarah,Sherman,2022-12-16,1991-10-08,33.0,Yorkchester,2023-09-06,33518.0,M0027,Operations,Terminated,Female,Analyst,2,Yes
E004464,Mario,Bell,2022-11-07,1973-11-13,51.0,New Molly,2022-12-31,65973.0,M0112,Hr,Terminated,Male,Analyst,5,Yes
E004465,Antonio,Lowe,2023-04-12,1965-10-11,59.0,Victoriaview,2025-09-09,190790.0,M0016,Sales,Better Opportunity,Male,Consultant,1,Yes
E004466,Joy,Ortega,2022-11-26,1988-10-11,36.0,Serranoland,2024-03-12,116759.0,M0004,Operations,Terminated,Male,Consultant,3,Yes
E004467,Jesus,Khan,2023-11-15,1996-02-12,28.0,Hoffmanfort,2025-05-08,97516.0,M0064,Operations,Better Opportunity,Male,Executive,3,Yes
E004468,Adam,Harris,2022-03-16,2001-04-27,23.0,Bakershire,2023-09-01,65815.0,M0101,Marketing,Resigned,Female,Analyst,4,Yes
E004469,Melissa,Clark,2024-06-28,1996-11-12,28.0,West Jennifer,2024-10-25,96654.0,M0066,Operations,Resigned,Female,Engineer,2,Yes
E004470,Michael,Miller,2022-01-12,1968-04-18,56.0,East Carolynview,2025-07-18,180875.0,M0108,Engineering,Health Issues,Male,Consultant,2,Yes
E004471,Loretta,Wolfe,2022-09-20,1995-09-15,29.0,Hoffmantown,2024-01-24,133864.0,M0003,Operations,Better Opportunity,Female,Executive,5,Yes
E004472,Tara,Mays,2021-02-23,1968-09-10,53.0,West Paulside,2022-01-01,144702.0,M0050,It,Health Issues,Female,Analyst,3,Yes
E004473,Sherry,Welch,2024-02-21,1997-10-17,27.0,East Angelafort,2025-03-11,150421.0,M0091,Operations,Health Issues,Female,Engineer,1,Yes
E004474,Aaron,Rhodes,2022-11-01,1999-05-15,25.0,Ashleyton,2023-07-10,130669.0,M0081,It,Health Issues,Female,Manager,5,Yes
E004475,Deanna,Koch,2022-03-21,2002-12-28,22.0,Changton,2025-08-02,40000.0,M0095,Hr,Resigned,Female,Manager,5,Yes
E004476,Daniel,Edwards,2021-11-19,1997-08-15,27.0,Taylorview,2025-06-03,129214.0,M0063,Operations,Relocation,Male,Consultant,2,Yes
E004477,Shelby,Smith,2024-07-13,2001-02-05,23.0,East Andreachester,2025-11-28,89474.0,M0096,It,Better Opportunity,Female,Manager,4,Yes
E004478,Michelle,Lee,2024-11-11,1968-02-26,56.0,New Andrew,2025-08-31,112828.0,M0024,Engineering,Health Issues,Female,Engineer,5,Yes
E004479,Angelica,Mcclain,2021-06-20,1968-06-15,56.0,Jasonview,2025-01-07,55813.0,M0113,Engineering,Retired,Female,Consultant,1,Yes
E004480,Gloria,Arnold,2022-08-10,2001-02-09,23.0,Smithfort,2025-10-30,70300.0,M0060,Engineering,Relocation,Male,Manager,5,Yes
E004481,Benjamin,Cooper,2021-11-28,1974-04-26,50.0,Port Paul,2025-03-01,66482.0,M0014,Engineering,Relocation,Male,Analyst,1,Yes
E004482,Douglas,Martinez,2022-09-09,1995-03-16,29.0,Bennettborough,2024-12-11,112812.0,M0096,Operations,Resigned,Male,Engineer,1,Yes
E004483,Courtney,Whitaker,2022-01-10,1979-11-05,45.0,East Carl,2025-06-14,42641.0,M0071,It,Health Issues,Female,Engineer,5,Yes
E005321,Stephen,Hall,2024-03-27,1995-09-30,29.0,Kimland,2024-08-03,145272.0,M0051,Finance,Health Issues,Male,Consultant,2,Yes
E004485,Heather,Beck,2024-11-11,1977-10-13,47.0,Waltersshire,2024-11-27,156029.0,M0048,Operations,Resigned,Female,Manager,5,Yes
E004486,Sarah,Rodriguez,2024-06-04,1982-08-22,42.0,Thompsonville,2025-11-05,127424.0,M0070,Finance,Resigned,Female,Executive,2,Yes
E004487,Sandra,Zimmerman,2022-06-03,1968-07-16,56.0,Alvaradoville,2023-12-31,109367.0,M0077,Hr,Better Opportunity,Female,Consultant,4,Yes
E004488,Joseph,Meyer,2024-11-21,1969-01-31,55.0,Port Maria,2025-02-10,110668.0,M0061,Operations,Resigned,Male,Executive,3,Yes
